====================================================================================================
KIỂM TRA TRÙNG LẶP TOÀN BỘ DÒNG

Đã loại bỏ cột ID.

Phát hiện 182 dòng trùng lặp hoàn toàn (full-row duplicates).
Số nhóm trùng lặp: 176

TẤT CẢ CÁC DÒNG TRÙNG LẶP:
 Year_Birth  Education Marital_Status  Income  Kidhome  Teenhome Dt_Customer  Recency  MntWines  MntFruits  MntMeatProducts  MntFishProducts  MntSweetProducts  MntGoldProds  NumDealsPurchases  NumWebPurchases  NumCatalogPurchases  NumStorePurchases  NumWebVisitsMonth  AcceptedCmp3  AcceptedCmp4  AcceptedCmp5  AcceptedCmp1  AcceptedCmp2  Complain  Z_CostContact  Z_Revenue  Response
       1970   2n Cycle        Married 62466.0        0         1  15-01-2014       13       129        129              259              168               121            83                  5                6                    3                 12                  4             0             0             0             0             0         0              3         11         0
       1970   2n Cycle        Married 62466.0        0         1  15-01-2014       13       129        129              259              168               121            83                  5                6                    3                 12                  4             0             0             0             0             0         0              3         11         0
       1970 Graduation         Single 20587.0        1         0  11-05-2014       39         2          3                6                4                 1             9                  1                1                    1                  2                  7             0             0             0             0             0         0              3         11         0
       1970 Graduation         Single 20587.0        1         0  11-05-2014       39         2          3                6                4                 1             9                  1                1                    1                  2                  7             0             0             0             0             0         0              3         11         0
       1970        PhD        Married 69084.0        1         0  19-11-2013       43      1181        107              199               39                30            30                  2                7                    3                 13                  8             0             0             0             0             0         0              3         11         0
       1970        PhD        Married 69084.0        1         0  19-11-2013       43      1181        107              199               39                30            30                  2                7                    3                 13                  8             0             0             0             0             0         0              3         11         0
       1971   2n Cycle        Married 54690.0        1         1  07-11-2013       76       111         16               37                7                 9            18                  3                3                    1                  5                  3             0             0             0             0             0         0              3         11         0
       1971   2n Cycle        Married 54690.0        1         1  07-11-2013       76       111         16               37                7                 9            18                  3                3                    1                  5                  3             0             0             0             0             0         0              3         11         0
       1971 Graduation         Single 22804.0        1         0  31-07-2013       75        14          1                7                2                 1             1                  1                2                    0                  2                  9             0             0             0             0             0         0              3         11         0
       1971 Graduation         Single 22804.0        1         0  31-07-2013       75        14          1                7                2                 1             1                  1                2                    0                  2                  9             0             0             0             0             0         0              3         11         0
       1971 Graduation       Together 34600.0        1         1  01-01-2013        8       199         33               60                8                 3            15                  5                5                    2                  5                  8             0             0             0             0             0         0              3         11         1
       1971 Graduation       Together 34600.0        1         1  01-01-2013        8       199         33               60                8                 3            15                  5                5                    2                  5                  8             0             0             0             0             0         0              3         11         1
       1971 Graduation          Widow 30372.0        1         1  25-12-2012       33        15          0               12                7                 3             7                  3                2                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1971 Graduation          Widow 30372.0        1         1  25-12-2012       33        15          0               12                7                 3             7                  3                2                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1971     Master        Married 35178.0        1         0  10-01-2013       10        23          1               13                2                 2            18                  1                1                    1                  2                  7             1             0             0             0             0         0              3         11         1
       1971     Master        Married 35178.0        1         0  10-01-2013       10        23          1               13                2                 2            18                  1                1                    1                  2                  7             1             0             0             0             0         0              3         11         1
       1971     Master         Single 33316.0        1         1  04-10-2013       34        79          1               31                4                 4            12                  3                2                    1                  4                  6             0             0             0             0             0         0              3         11         0
       1971     Master         Single 33316.0        1         1  04-10-2013       34        79          1               31                4                 4            12                  3                2                    1                  4                  6             0             0             0             0             0         0              3         11         0
       1971     Master       Together 80573.0        0         0  14-10-2012       85       829        138              430               60                92            15                  1                4                    6                 13                  2             0             0             0             0             0         0              3         11         0
       1971     Master       Together 80573.0        0         0  14-10-2012       85       829        138              430               60                92            15                  1                4                    6                 13                  2             0             0             0             0             0         0              3         11         0
       1971        PhD       Together 32892.0        1         0  25-05-2014       78        26          0               15                2                 1             2                  2                3                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1971        PhD       Together 32892.0        1         0  25-05-2014       78        26          0               15                2                 1             2                  2                3                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1972 Graduation        Married 40321.0        1         1  29-07-2013       59        44          4               21                6                 0            27                  2                3                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1972 Graduation        Married 40321.0        1         1  29-07-2013       59        44          4               21                6                 0            27                  2                3                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1972 Graduation        Married 65685.0        0         1  29-03-2014       54       642         14               49                0                 7            57                  1                9                    2                  9                  5             0             0             0             0             0         0              3         11         0
       1972 Graduation        Married 65685.0        0         1  29-03-2014       54       642         14               49                0                 7            57                  1                9                    2                  9                  5             0             0             0             0             0         0              3         11         0
       1972 Graduation        Married 80134.0        1         0  20-05-2013       40      1218         16              272              104                 0            80                  2                5                    3                  6                  6             0             1             1             1             0         0              3         11         1
       1972 Graduation        Married 80134.0        1         0  20-05-2013       40      1218         16              272              104                 0            80                  2                5                    3                  6                  6             0             1             1             1             0         0              3         11         1
       1972 Graduation       Together 84906.0        0         0  04-10-2013       98       997         15              414               99                30            76                  1                5                    6                 12                  2             0             1             1             0             1         0              3         11         0
       1972 Graduation       Together 84906.0        0         0  04-10-2013       98       997         15              414               99                30            76                  1                5                    6                 12                  2             0             1             1             0             1         0              3         11         0
       1972     Master         Single 46423.0        1         1  18-09-2013        6        68          0               16                0                 0             8                  3                2                    0                  4                  7             0             0             0             0             0         0              3         11         0
       1972     Master         Single 46423.0        1         1  18-09-2013        6        68          0               16                0                 0             8                  3                2                    0                  4                  7             0             0             0             0             0         0              3         11         0
       1972        PhD         Single 86857.0        0         0  12-09-2012       96       899        102              838              133               102            40                  1                5                    6                 10                  2             0             0             0             0             0         0              3         11         1
       1972        PhD         Single 86857.0        0         0  12-09-2012       96       899        102              838              133               102            40                  1                5                    6                 10                  2             0             0             0             0             0         0              3         11         1
       1973   2n Cycle       Divorced 31163.0        1         0  13-02-2014       54         2          3               10               11                 2            10                  1                1                    0                  3                  6             0             0             0             0             0         0              3         11         0
       1973   2n Cycle       Divorced 31163.0        1         0  13-02-2014       54         2          3               10               11                 2            10                  1                1                    0                  3                  6             0             0             0             0             0         0              3         11         0
       1973   2n Cycle        Married 35688.0        2         1  22-08-2012       94        73          3               90               12                 1            32                  7                4                    1                  4                  8             0             0             0             0             0         0              3         11         0
       1973   2n Cycle        Married 35688.0        2         1  22-08-2012       94        73          3               90               12                 1            32                  7                4                    1                  4                  8             0             0             0             0             0         0              3         11         0
       1973 Graduation        Married 79593.0        0         0  12-05-2014       70       350         60              568              110               133           145                  1                5                    6                  7                  2             0             0             1             0             0         0              3         11         0
       1973 Graduation        Married 79593.0        0         0  12-05-2014       70       350         60              568              110               133           145                  1                5                    6                  7                  2             0             0             1             0             0         0              3         11         0
       1973 Graduation          Widow 42429.0        0         1  11-02-2014       99        55          0                6                2                 0             4                  2                1                    1                  3                  5             0             0             0             0             0         0              3         11         0
       1973 Graduation          Widow 42429.0        0         1  11-02-2014       99        55          0                6                2                 0             4                  2                1                    1                  3                  5             0             0             0             0             0         0              3         11         0
       1973        PhD       Divorced 35860.0        1         1  19-05-2014       37        15          0                8                4                 2            20                  2                1                    1                  2                  5             1             0             0             0             0         0              3         11         0
       1973        PhD       Divorced 35860.0        1         1  19-05-2014       37        15          0                8                4                 2            20                  2                1                    1                  2                  5             1             0             0             0             0         0              3         11         0
       1973        PhD        Married 37401.0        1         0  06-05-2014       14        19          3               19                3                 1             3                  2                2                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1973        PhD        Married 37401.0        1         0  06-05-2014       14        19          3               19                3                 1             3                  2                2                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1974   2n Cycle        Married 20130.0        0         0  17-03-2014       99         0          6                3                7                 6            12                  1                1                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1974   2n Cycle        Married 20130.0        0         0  17-03-2014       99         0          6                3                7                 6            12                  1                1                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1974 Graduation        Married 34421.0        1         0  01-07-2013       81         3          3                7                6                 2             9                  1                1                    0                  2                  7             0             0             0             0             0         0              3         11         0
       1974 Graduation        Married 34421.0        1         0  01-07-2013       81         3          3                7                6                 2             9                  1                1                    0                  2                  7             0             0             0             0             0         0              3         11         0
       1974 Graduation        Married 44989.0        0         1  12-09-2012       26        98          0              106               49                10           106                  5                5                    1                  5                  6             0             0             0             0             0         0              3         11         0
       1974 Graduation        Married 44989.0        0         1  12-09-2012       26        98          0              106               49                10           106                  5                5                    1                  5                  6             0             0             0             0             0         0              3         11         0
       1974 Graduation        Married 67445.0        0         1  12-08-2012       63       757         80              217               29                80            11                  5                9                    6                 12                  6             0             0             0             0             0         0              3         11         0
       1974 Graduation        Married 67445.0        0         1  12-08-2012       63       757         80              217               29                80            11                  5                9                    6                 12                  6             0             0             0             0             0         0              3         11         0
       1974 Graduation        Married 67445.0        0         1  12-08-2012       63       757         80              217               29                80            11                  5                9                    6                 12                  6             0             0             0             0             0         0              3         11         0
       1974        PhD       Divorced 25509.0        1         0  18-09-2012       15        40          3               30               10                 7            11                  3                3                    0                  3                  9             0             0             0             0             0         0              3         11         1
       1974        PhD       Divorced 25509.0        1         0  18-09-2012       15        40          3               30               10                 7            11                  3                3                    0                  3                  9             0             0             0             0             0         0              3         11         1
       1975   2n Cycle        Married 37284.0        1         1  29-03-2013       46        11          1                2                2                 1             6                  1                0                    0                  3                  6             0             0             0             0             0         0              3         11         0
       1975   2n Cycle        Married 37284.0        1         1  29-03-2013       46        11          1                2                2                 1             6                  1                0                    0                  3                  6             0             0             0             0             0         0              3         11         0
       1975 Graduation       Divorced 83829.0        0         0  08-10-2013       78       897        161              430              186               161            27                  0                4                    7                  6                  1             1             0             1             1             0         0              3         11         1
       1975 Graduation       Divorced 83829.0        0         0  08-10-2013       78       897        161              430              186               161            27                  0                4                    7                  6                  1             1             0             1             1             0         0              3         11         1
       1975 Graduation         Single 33249.0        1         0  20-02-2013       11         6         10               21               19                14            42                  2                2                    1                  3                  6             0             0             0             0             0         0              3         11         0
       1975 Graduation         Single 33249.0        1         0  20-02-2013       11         6         10               21               19                14            42                  2                2                    1                  3                  6             0             0             0             0             0         0              3         11         0
       1975 Graduation          Widow 58330.0        0         1  25-12-2013       87       445         53              213              104                98           151                  1                6                    4                 13                  4             0             0             0             0             0         0              3         11         0
       1975 Graduation          Widow 58330.0        0         1  25-12-2013       87       445         53              213              104                98           151                  1                6                    4                 13                  4             0             0             0             0             0         0              3         11         0
       1975     Master         Single 46098.0        1         1  18-08-2012       86        57          0               27                0                 0            36                  4                3                    2                  2                  8             0             0             0             0             0         0              3         11         0
       1975     Master         Single 46098.0        1         1  18-08-2012       86        57          0               27                0                 0            36                  4                3                    2                  2                  8             0             0             0             0             0         0              3         11         0
       1975        PhD         Single 52614.0        0         1  01-12-2012       63       789          0              142               12                 9            38                  2                2                    4                  8                  8             0             0             0             0             0         0              3         11         0
       1975        PhD         Single 52614.0        0         1  01-12-2012       63       789          0              142               12                 9            38                  2                2                    4                  8                  8             0             0             0             0             0         0              3         11         0
       1976   2n Cycle       Together 26907.0        1         1  20-08-2013       10         9          1                7                0                 3             2                  2                1                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1976   2n Cycle       Together 26907.0        1         1  20-08-2013       10         9          1                7                0                 3             2                  2                1                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1976 Graduation       Divorced 30992.0        1         0  22-04-2013       83        17          0               14                7                 3             2                  1                1                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1976 Graduation       Divorced 30992.0        1         0  22-04-2013       83        17          0               14                7                 3             2                  1                1                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1976 Graduation         Single 20180.0        0         0  20-02-2013       27        18         42               24               15                20            18                  1                2                    1                  4                  7             0             0             0             0             0         0              3         11         0
       1976 Graduation         Single 20180.0        0         0  20-02-2013       27        18         42               24               15                20            18                  1                2                    1                  4                  7             0             0             0             0             0         0              3         11         0
       1976 Graduation         Single 37697.0        1         0  07-02-2014       82        34          6               21               11                 4             8                  1                2                    1                  3                  6             0             0             0             0             0         0              3         11         0
       1976 Graduation         Single 37697.0        1         0  07-02-2014       82        34          6               21               11                 4             8                  1                2                    1                  3                  6             0             0             0             0             0         0              3         11         0
       1976 Graduation       Together 51369.0        0         1  25-10-2012       84       297          7               79                0                11           182                  2                8                    2                  4                  8             0             0             0             0             0         0              3         11         0
       1976 Graduation       Together 51369.0        0         1  25-10-2012       84       297          7               79                0                11           182                  2                8                    2                  4                  8             0             0             0             0             0         0              3         11         0
       1976     Master        Married 49681.0        0         2  04-11-2013       66       411          0               26                0                 0            21                  6                7                    1                  7                  7             0             0             0             0             0         0              3         11         0
       1976     Master        Married 49681.0        0         2  04-11-2013       66       411          0               26                0                 0            21                  6                7                    1                  7                  7             0             0             0             0             0         0              3         11         0
       1976     Master       Together 30560.0        1         0  27-06-2013        6         9          1                5                4                 5             7                  1                1                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1976     Master       Together 30560.0        1         0  27-06-2013        6         9          1                5                4                 5             7                  1                1                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1976        PhD       Divorced 70179.0        0         1  21-07-2013       10       532         88              168               69                44           133                  3                7                    3                 13                  5             0             0             0             0             0         0              3         11         0
       1976        PhD       Divorced 70179.0        0         1  21-07-2013       10       532         88              168               69                44           133                  3                7                    3                 13                  5             0             0             0             0             0         0              3         11         0
       1977 Graduation        Married 42014.0        1         0  17-08-2012       56       244         15              108                4                15            50                  6                7                    1                  6                  8             0             0             0             0             0         0              3         11         1
       1977 Graduation        Married 42014.0        1         0  17-08-2012       56       244         15              108                4                15            50                  6                7                    1                  6                  8             0             0             0             0             0         0              3         11         1
       1978      Basic       Together 24882.0        1         0  09-09-2012       52         1          4               10               29                 0            36                  1                1                    1                  2                  6             1             0             0             0             0         0              3         11         0
       1978      Basic       Together 24882.0        1         0  09-09-2012       52         1          4               10               29                 0            36                  1                1                    1                  2                  6             1             0             0             0             0         0              3         11         0
       1978 Graduation       Divorced 63693.0        0         1  14-10-2013       63       587         43              337               42                87            54                  3               11                    6                  9                  6             0             0             0             0             0         0              3         11         0
       1978 Graduation       Divorced 63693.0        0         1  14-10-2013       63       587         43              337               42                87            54                  3               11                    6                  9                  6             0             0             0             0             0         0              3         11         0
       1978 Graduation        Married 33039.0        1         0  09-09-2013        4        30          8               12                8                 8            12                  1                2                    0                  4                  5             0             0             0             0             0         0              3         11         0
       1978 Graduation        Married 33039.0        1         0  09-09-2013        4        30          8               12                8                 8            12                  1                2                    0                  4                  5             0             0             0             0             0         0              3         11         0
       1978 Graduation        Married 66373.0        1         1  12-06-2013       57       328          9              124               12                24           109                  7                4                    2                 10                  3             0             0             0             0             0         0              3         11         0
       1978 Graduation        Married 66373.0        1         1  12-06-2013       57       328          9              124               12                24           109                  7                4                    2                 10                  3             0             0             0             0             0         0              3         11         0
       1978 Graduation       Together 22775.0        1         0  19-06-2013       40         5          1                8                0                 0             1                  1                1                    0                  2                  8             0             0             0             0             0         0              3         11         0
       1978 Graduation       Together 22775.0        1         0  19-06-2013       40         5          1                8                0                 0             1                  1                1                    0                  2                  8             0             0             0             0             0         0              3         11         0
       1978        PhD        Married 37717.0        1         0  23-11-2012       31         9          0                6                4                 1             5                  1                1                    0                  2                  9             0             0             0             0             0         0              3         11         0
       1978        PhD        Married 37717.0        1         0  23-11-2012       31         9          0                6                4                 1             5                  1                1                    0                  2                  9             0             0             0             0             0         0              3         11         0
       1979      Basic       Together 24594.0        1         0  10-12-2013       94         1          3                6               10                 0             9                  1                1                    0                  3                  5             0             0             0             0             0         0              3         11         0
       1979      Basic       Together 24594.0        1         0  10-12-2013       94         1          3                6               10                 0             9                  1                1                    0                  3                  5             0             0             0             0             0         0              3         11         0
       1979 Graduation       Divorced 15287.0        1         0  10-10-2012       60         1          2                8                4                 3            13                  2                1                    1                  2                  7             1             0             0             0             0         0              3         11         1
       1979 Graduation       Divorced 15287.0        1         0  10-10-2012       60         1          2                8                4                 3            13                  2                1                    1                  2                  7             1             0             0             0             0         0              3         11         1
       1979 Graduation         Single 60474.0        0         1  01-04-2013       25       265        199              303              234                 9           170                  7               10                    2                 12                  7             0             0             0             0             0         0              3         11         0
       1979 Graduation         Single 60474.0        0         1  01-04-2013       25       265        199              303              234                 9           170                  7               10                    2                 12                  7             0             0             0             0             0         0              3         11         0
       1979 Graduation         Single 61825.0        0         1  07-08-2013       56       162         50              100               55                30            27                  1                4                    2                  8                  4             0             0             0             0             0         0              3         11         0
       1979 Graduation         Single 61825.0        0         1  07-08-2013       56       162         50              100               55                30            27                  1                4                    2                  8                  4             0             0             0             0             0         0              3         11         0
       1979 Graduation       Together 75507.0        0         0  02-05-2014       56       709         93              374              104                80            80                  1                8                    6                  6                  3             0             0             0             0             0         0              3         11         0
       1979 Graduation       Together 75507.0        0         0  02-05-2014       56       709         93              374              104                80            80                  1                8                    6                  6                  3             0             0             0             0             0         0              3         11         0
       1979 Graduation       Together 77298.0        0         1  02-11-2013       46       425        115              292               23                35            79                  1                6                    6                 11                  3             0             0             0             0             0         0              3         11         0
       1979 Graduation       Together 77298.0        0         1  02-11-2013       46       425        115              292               23                35            79                  1                6                    6                 11                  3             0             0             0             0             0         0              3         11         0
       1981   2n Cycle       Together 75774.0        1         0  02-05-2014       27       340         21              134              258                14            56                  1                7                    5                  8                  4             0             0             0             0             0         0              3         11         0
       1981   2n Cycle       Together 75774.0        1         0  02-05-2014       27       340         21              134              258                14            56                  1                7                    5                  8                  4             0             0             0             0             0         0              3         11         0
       1982   2n Cycle       Together 66664.0        0         0  25-09-2012       78       398         96              447              220                96            32                  1                5                    7                  6                  3             0             0             0             0             0         0              3         11         0
       1982   2n Cycle       Together 66664.0        0         0  25-09-2012       78       398         96              447              220                96            32                  1                5                    7                  6                  3             0             0             0             0             0         0              3         11         0
       1982 Graduation        Married 69109.0        0         0  09-11-2012       10       823         25              459              124                29            95                  1                6                    6                  7                  4             0             0             1             0             0         0              3         11         1
       1982 Graduation        Married 69109.0        0         0  09-11-2012       10       823         25              459              124                29            95                  1                6                    6                  7                  4             0             0             1             0             0         0              3         11         1
       1982 Graduation       Together 71853.0        0         0  08-05-2013       29       358        108              413              141                97            32                  1                2                    8                  6                  1             0             0             0             0             0         0              3         11         0
       1982 Graduation       Together 71853.0        0         0  08-05-2013       29       358        108              413              141                97            32                  1                2                    8                  6                  1             0             0             0             0             0         0              3         11         0
       1982     Master         Single 75777.0        0         0  04-07-2013       12       712         26              538               69                13            80                  1                3                    6                 11                  1             0             1             1             0             0         0              3         11         1
       1982     Master         Single 75777.0        0         0  04-07-2013       12       712         26              538               69                13            80                  1                3                    6                 11                  1             0             1             1             0             0         0              3         11         1
       1982        PhD        Married 84169.0        0         0  07-08-2013        9      1478         19              403                0                19             0                  1                7                    6                  6                  3             0             1             1             0             0         0              3         11         1
       1982        PhD        Married 84169.0        0         0  07-08-2013        9      1478         19              403                0                19             0                  1                7                    6                  6                  3             0             1             1             0             0         0              3         11         1
       1982        PhD       Together 70038.0        0         0  25-10-2013       54       587         54              348               71                54           130                  1                4                    4                  8                  2             0             0             0             0             0         0              3         11         0
       1982        PhD       Together 70038.0        0         0  25-10-2013       54       587         54              348               71                54           130                  1                4                    4                  8                  2             0             0             0             0             0         0              3         11         0
       1983 Graduation        Married 30096.0        1         0  22-05-2014       30         5          3               11               12                 5             9                  1                2                    0                  3                  6             0             0             0             0             0         0              3         11         0
       1983 Graduation        Married 30096.0        1         0  22-05-2014       30         5          3               11               12                 5             9                  1                2                    0                  3                  6             0             0             0             0             0         0              3         11         0
       1983 Graduation        Married 39922.0        1         0  14-02-2013       30        29         12               59               19                 1            36                  2                3                    0                  4                  8             0             0             0             0             0         0              3         11         0
       1983 Graduation        Married 39922.0        1         0  14-02-2013       30        29         12               59               19                 1            36                  2                3                    0                  4                  8             0             0             0             0             0         0              3         11         0
       1983 Graduation        Married 39922.0        1         0  14-02-2013       30        29         12               59               19                 1            36                  2                3                    0                  4                  8             0             0             0             0             0         0              3         11         0
       1983 Graduation       Together 28427.0        1         0  21-03-2013       67        18          3               19                3                 3             6                  2                2                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1983 Graduation       Together 28427.0        1         0  21-03-2013       67        18          3               19                3                 3             6                  2                2                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1983     Master        Married 27100.0        1         0  05-04-2013       64        12          0               13                2                 0            10                  1                1                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1983     Master        Married 27100.0        1         0  05-04-2013       64        12          0               13                2                 0            10                  1                1                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1983        PhD        Married 50150.0        0         0  20-06-2013       32       135         46               92               65                61            11                  2                5                    2                  7                  5             0             0             0             0             0         0              3         11         0
       1983        PhD        Married 50150.0        0         0  20-06-2013       32       135         46               92               65                61            11                  2                5                    2                  7                  5             0             0             0             0             0         0              3         11         0
       1985 Graduation        Married 19986.0        1         0  14-11-2013       74         3          6                5                0                 2             6                  1                0                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1985 Graduation        Married 19986.0        1         0  14-11-2013       74         3          6                5                0                 2             6                  1                0                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1985 Graduation         Single 29760.0        1         0  29-08-2012       87        64          4               68                7                 5            17                  4                3                    1                  4                  8             0             0             0             0             0         0              3         11         0
       1985 Graduation         Single 29760.0        1         0  29-08-2012       87        64          4               68                7                 5            17                  4                3                    1                  4                  8             0             0             0             0             0         0              3         11         0
       1985 Graduation         Single 70596.0        0         0  05-10-2012       68       347         44              534               17                 0            26                  1                3                    5                 12                  2             0             0             0             0             0         0              3         11         0
       1985 Graduation         Single 70596.0        0         0  05-10-2012       68       347         44              534               17                 0            26                  1                3                    5                 12                  2             0             0             0             0             0         0              3         11         0
       1986      Basic        Married 20425.0        1         0  29-10-2012        5         4         12                5                3                16            17                  2                2                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1986      Basic        Married 20425.0        1         0  29-10-2012        5         4         12                5                3                16            17                  2                2                    0                  3                  7             0             0             0             0             0         0              3         11         0
       1986 Graduation        Married 71952.0        1         0  10-01-2013       93       656         80              455               52               107            93                  2                8                    4                  8                  4             1             0             1             0             0         0              3         11         0
       1986 Graduation        Married 71952.0        1         0  10-01-2013       93       656         80              455               52               107            93                  2                8                    4                  8                  4             1             0             1             0             0         0              3         11         0
       1986     Master       Together 42386.0        1         0  13-01-2013       43        65          4               16                0                 4            11                  1                3                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1986     Master       Together 42386.0        1         0  13-01-2013       43        65          4               16                0                 4            11                  1                3                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1987        PhD         Single 42000.0        0         0  10-01-2013       23       124         83              267               85                59            35                  2                5                    2                 11                  5             0             0             0             0             0         0              3         11         1
       1987        PhD         Single 42000.0        0         0  10-01-2013       23       124         83              267               85                59            35                  2                5                    2                 11                  5             0             0             0             0             0         0              3         11         1
       1988 Graduation        Married 68487.0        0         0  13-01-2013       48       758         12              385               33                89            89                  1                9                    7                 13                  4             0             0             0             0             0         0              3         11         0
       1988 Graduation        Married 68487.0        0         0  13-01-2013       48       758         12              385               33                89            89                  1                9                    7                 13                  4             0             0             0             0             0         0              3         11         0
       1988 Graduation        Married 84219.0        0         0  02-02-2014       27       434        137              400               45               137            45                  1                3                    4                 10                  1             0             0             0             0             0         0              3         11         0
       1988 Graduation        Married 84219.0        0         0  02-02-2014       27       434        137              400               45               137            45                  1                3                    4                 10                  1             0             0             0             0             0         0              3         11         0
       1988 Graduation         Single 68655.0        0         0  10-08-2012       95       456         19              832               75               118            38                  1                4                    5                 11                  3             0             0             0             0             0         0              3         11         0
       1988 Graduation         Single 68655.0        0         0  10-08-2012       95       456         19              832               75               118            38                  1                4                    5                 11                  3             0             0             0             0             0         0              3         11         0
       1988        PhD        Married 67546.0        0         0  31-08-2012       90       864        134              768              150                38           172                  1                4                   10                  5                  3             0             0             0             0             0         0              3         11         0
       1988        PhD        Married 67546.0        0         0  31-08-2012       90       864        134              768              150                38           172                  1                4                   10                  5                  3             0             0             0             0             0         0              3         11         0
       1989 Graduation        Married 28691.0        1         0  04-07-2013       56         5          4               13                8                 0             4                  1                1                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1989 Graduation        Married 28691.0        1         0  04-07-2013       56         5          4               13                8                 0             4                  1                1                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1989 Graduation         Single 30279.0        1         0  30-12-2012       13        10          4               14                4                 4             1                  1                1                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1989 Graduation         Single 30279.0        1         0  30-12-2012       13        10          4               14                4                 4             1                  1                1                    0                  3                  8             0             0             0             0             0         0              3         11         0
       1989 Graduation         Single 81217.0        0         0  19-07-2013       77       493         70              324              146                40            84                  1                3                    7                 11                  1             0             0             0             0             0         0              3         11         0
       1989 Graduation         Single 81217.0        0         0  19-07-2013       77       493         70              324              146                40            84                  1                3                    7                 11                  1             0             0             0             0             0         0              3         11         0
       1989     Master       Divorced 10979.0        0         0  22-05-2014       34         8          4               10                2                 2             4                  2                3                    0                  3                  5             0             0             0             0             0         0              3         11         0
       1989     Master       Divorced 10979.0        0         0  22-05-2014       34         8          4               10                2                 2             4                  2                3                    0                  3                  5             0             0             0             0             0         0              3         11         0
       1989        PhD         Single 33996.0        0         0  11-09-2013       46        40          2               15                8                 0             6                  1                1                    1                  3                  4             0             0             0             0             0         0              3         11         0
       1989        PhD         Single 33996.0        0         0  11-09-2013       46        40          2               15                8                 0             6                  1                1                    1                  3                  4             0             0             0             0             0         0              3         11         0
       1990 Graduation        Married 18929.0        0         0  16-02-2013       15        32          0                8               23                 4            18                  1                1                    0                  4                  6             0             0             0             0             0         0              3         11         0
       1990 Graduation        Married 18929.0        0         0  16-02-2013       15        32          0                8               23                 4            18                  1                1                    0                  4                  6             0             0             0             0             0         0              3         11         0
       1990 Graduation        Married 18929.0        0         0  16-02-2013       15        32          0                8               23                 4            18                  1                1                    0                  4                  6             0             0             0             0             0         0              3         11         0
       1991        PhD       Together 68682.0        0         0  06-10-2013       56       919          0              505               99                30            45                  1                4                    9                 10                  2             0             0             0             0             0         0              3         11         0
       1991        PhD       Together 68682.0        0         0  06-10-2013       56       919          0              505               99                30            45                  1                4                    9                 10                  2             0             0             0             0             0         0              3         11         0
       1992 Graduation        Married 34935.0        0         0  21-06-2013       71        34          4               66                3                10            20                  1                2                    1                  4                  7             0             0             0             0             0         0              3         11         0
       1992 Graduation        Married 34935.0        0         0  21-06-2013       71        34          4               66                3                10            20                  1                2                    1                  4                  7             0             0             0             0             0         0              3         11         0
       1993 Graduation         Single 74293.0        0         0  04-05-2014       66       375        152              335               93                91            81                  1                5                    4                  6                  2             0             0             0             0             0         0              3         11         0
       1993 Graduation         Single 74293.0        0         0  04-05-2014       66       375        152              335               93                91            81                  1                5                    4                  6                  2             0             0             0             0             0         0              3         11         0
       1995 Graduation         Single 34824.0        0         0  26-03-2014       65         4          2               11                2                 0             4                  1                1                    0                  2                  6             0             0             0             0             0         0              3         11         0
       1995 Graduation         Single 34824.0        0         0  26-03-2014       65         4          2               11                2                 0             4                  1                1                    0                  2                  6             0             0             0             0             0         0              3         11         0
====================================================================================================
The thread 'MainThread' (1) has exited with code 0 (0x0).
The program 'python.exe' has exited with code 4294967295 (0xffffffff).
